scientific_name,common_name,meaning,diet,length_m,weight_kg,height_m,locomotion,geological_period,lived_in,behavior_notes,first_discovered,fossil_location,notable_features,intelligence_level,source_link,row_index
Saurophagus,Saurophagus,Lizard eater,Carnivore,7.0,4000.0,3.0,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2015,USA,Medium theropod,Medium,https://en.wikipedia.org/wiki/Saurophagus,1464
Ornithomimoides,Ornithomimoides,Bird mimic-like,Herbivore,4.0,100.0,1.5,Bipedal,Cretaceous,Asia,Theropod dinosaur,1964,India,Similar to ornithomimids,Unknown,https://en.wikipedia.org/wiki/Ornithomimoides,868
Kunmingosaurus,Kunmingosaurus,Kunming lizard,Herbivore,8.0,10000.0,3.5,Quadrupedal,Jurassic,Asia (China),Sauropod dinosaur,1954,China,Long neck and tail,Low,https://en.wikipedia.org/wiki/Kunmingosaurus,731
Diluvicursor,Diluvicursor,flood runner,Herbivore,2.0,20.0,0.8,Bipedal,Early Cretaceous (Aptian),Australia (Victoria),Basal ornithopod adapted for fast running,2018,"Eumeralla Formation, Victoria",Preserved leg shows cursorial adaptation,Medium,https://en.wikipedia.org/wiki/Diluvicursor,539
Mapusaurus,Mapusaurus,Near lizard,Herbivore,12.5,6000.0,3.5,Bipedal,EARLY JURASSIC,USA,Small herbivore,1818?,USA,Small body,Medium,http://en.wikipedia.org/wiki/Mapusaurus,177
Yamatosaurus,Yamatosaurus,Yamato lizard,Herbivore,8.0,3000.0,2.8 meters,Quadrupedal,Cretaceous,Asia,Sauropod dinosaur,2021,Japan,Medium-large sauropod,Medium,https://en.wikipedia.org/wiki/Yamatosaurus,1530
Jiangxisaurus,Jiangxisaurus,Jiangxi lizard,Herbivore,2.0,approx 50,1.0,Bipedal,Early Cretaceous,Asia (China),Small ornithopod,2013,China,Light build and fast,Medium,https://en.wikipedia.org/wiki/Jiangxisaurus,697
Sibirotitan,Sibirotitan,Siberian titan,Herbivore,25.0,,7.0,Quadrupedal,Late Cretaceous,Asia,Sauropod dinosaur,c. 2017,Russia,Large sauropod,Large,https://en.wikipedia.org/wiki/Sibirotitan,1474
Maleriraptor,Maleriraptor,Maleri thief,Carnivore,4.0,1000.0,1.8,Bipedal,Late Jurassic,Asia,Theropod dinosaur  ,2019,India,Medium theropod,Medium,https://en.wikipedia.org/wiki/Maleriraptor,1386
Sauroniops,Sauroniops,Sauron face,Carnivore,7.0,1000.0,3.0,Bipedal,Late Cretaceous,Asia,Theropod dinosaur  ,2012,North Africa,Large predator,Medium,https://en.wikipedia.org/wiki/Sauroniops,989
Austroposeidon,Austroposeidon,Austro titan,Herbivore,25.0,40000.0,7.0,Quadripedal,Late Cretaceous,South America,Sauropod dinosaur,2016,Brazil,Large sauropod,Large,https://en.wikipedia.org/wiki/Austroposeidon,1233
Daxiatitan,Daxiatitan,Daxia giant,Herbivore,30.0,,7.0,Quadrupedal,Early Cretaceous (Barremian),Asia (China),Titanosauriform sauropod,2008,"Hekou Group, Gansu Province",One of the longest sauropods from Asia,Low,en.wikipedia.org/wiki/Daxiatitan,531
Acheroraptor,Acheroraptor,Acheron thief,Carnivore,2.5,50.0,,Bipedal,Late Cretaceous,USA,Dromaeosaurid,2011,,Complete skull,Medium,https://en.wikipedia.org/wiki/Acheroraptor,7
Ruyangosaurus,Ruyangosaurus,Ruyang lizard,Herbivore,20.0,30000.0,5.5,quadrupedal,Late Cretaceous,Asia,Titanosaur sauropod,2009,China,Large herbivore,avg,https://en.wikipedia.org/wiki/Ruyangosaurus,976
Huehuecanauhtlus,Huehuecanauhtlus,ancient duck,HERBIVORE,4.0,500.0,1.2,Bipedal,Late Cretaceous,North America,Ornithopod dinosaur related to hadrosaurs,01/01/2012,Mexico,Moderate-sized herbivore with duckbill,Low,https://en.wikipedia.org/wiki/Huehuecanauhtlus,667
Archaeocursor,Archaeocursor,Ancient runner,Carnivore,1.2,10.0,0.4,Bi-pedal,Jurassic,Europe,Theropod dinosaur,2011,Portugal,Small theropod,Small,https://en.wikipedia.org/wiki/Archaeocursor,1226
Alwalkeria,Alwalkeria,Alwalk's creature,Omnivore,1.5,5.0,0.6,Bipedal,triassic (carnian),Asia (India),Early dinosaur; primitive features,1987 (named 2000),"Malakota Formation, India",Mixed basal traits; early saurischian,Medium,https://en.wikipedia.org/wiki/Alwalkeria,357
Magnirostris,Magnirostris,Large beak,Carnivore,6.0,800.0,2.5,Bipedal,Late? Late Cretaceous,Asia (China),Theropod dinosaur,2005,China,Notable large snout,Medium,http://en.wikipedia.org/wiki/Magnirostris,783
Lagosuchus,Lagosuchus,Lake crocodile,Carnivore,,15.0,0.5,Bipedal,Late Triassic,South America,Early dinosauromorph,1971,Argentina,"Lightly built, possible dinosaur ancestor",med,https://en.wikipedia.org/wiki/Lagosuchus,735
Aeolosaurus,Aeolosaurus,Aeolus lizard (wind god),HERBIVORE,14.0,10000.0,4.5,Quadrupedal,Late Cretaceous,"Argentina, Brazil",Titanosaur; known from tail and vertebrae,1987,"Patagonia, Argentina",Tail vertebrae with unique chevron bones,Low,https://en.wikipedia.org/wiki/Aeolosaurus,329
Tienshanosaurus,Tienshanosaurus,Tienshan lizard  ,Herbivore,12.0,8000.0kg,5.0,Quadrupedal,Late Jurassic,Asia,Sauropod dinosaur,1972,China,Large sauropod,Medium,https://en.wikipedia.org/wiki/Tienshanosaurus,1110
Pterospondylus,Pterospondylus,Wing vertebra,Carnivore,3.0,200.0,1.0,Bipedal,Late Jurassic,Europe,Theropod dinosaur,1999,Germany,Medium predator,Medium,https://en.wikipedia.org/wiki/Pterospondylus,952
Alpkarakush,Alpkarakush,Alp Karakush (local name),?,,,,?,?,?,?,?,?,?,?,?,1214
Xiongguanlong,Xiongguanlong,Xiongguan dragon,Carnivore,9.0,1500.0,3.0,Bipedal,Late Jurassic,Asia,Theropod dinosaur,2009,China,Large predator,Large,https://en.wikipedia.org/wiki/Xiongguanlong,1181
Staurikosaurus,Staurikosaurus pricei,Southern cross lizard,carnivore,2.2,30.0,0.7,Bipedal,Late Triassic,Brazil,Early herrerasaurid theropod,1936,Rio Grande do Sul,Balanced runner; slender body and long tail,,,258
Saurosuchus,Saurosuchus,Lizard crocodile,Carnivore,7.0,,3.0,Quadrupedal,Late? Late Triassic,South America,Aetosaurs,1980,Argentina,Large predator,Medium,https://en.wikipedia.org/wiki/Saurosuchus,994
Beipiaognathus,Beipiaognathus,Beipiao jaw,Omnivore,2.0,30.0,1.0,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2016,,Small feathered theropod,Small,https://en.wikipedia.org/wiki/Beipiaognathus,1242
Angulomastacator,Angulomastacator,bent chewer,Herbivore,-4.5,800.0,1.5,Quadrupedal,Late Cretaceous (Campanian),"North America (Texas, USA)",Hadrosaurid with unusual curved jaw,2007,"Aguja Formation, Texas",Unique downward-curving maxilla,MEDIUM,https://en.wikipedia.org/wiki/Angulomastacator,372
Wamweracaudia,Wamweracaudia,Wamwera tail,Herbivore,12.0,,4.0,Quadrupedal,Late Jurassic,Africa,Sauropod dinosaur,2004,Tanzania,Large sauropod,Large,https://en.wikipedia.org/wiki/Wamweracaudia,1165
Bactrosaurus?,Bactrosaurus,club lizard,Herbivore,6.0,1500.0,2.5,Quadrupedal,Late Cretaceous (Campanian),"Asia (China, Mongolia)",,1933,"Iren Dabasu Formation, Inner Mongolia",Well-developed forelimbs; transitional body plan,Medium,https://en.wikipedia.org/wiki/Bactrosaurus,414
Hypacrosaurus,Hypacrosaurus,Sand lizard,Herbivore,4.0,,1.2,Bipedal,Early Jurassic,USA,Early sauropodomorph,1889,USA,Slender build,Medium,https://en.wikipedia.org/wiki/Hypacrosaurus,142
Dakotaraptor,Dakotaraptor,thief from Dakota,Carnivore,about 5.5m,300.0,2.0,Bipedal,Late Cretaceous (Maastrichtian),"North America (South Dakota, USA)",Large dromaeosaurid with quill knobs,2015,"Hell Creek Formation, South Dakota",One of largest known raptors; feathered arms,High,https://en.wikipedia.org/wiki/Dakotaraptor,10525
Kritosaurus,Kritosaurus,Approximate lizard,Herbivore,8.0,4500.0,2.5,Bipedal,Late Cretaceous,North America,Hadrosaurid dinosaur,1910,USA,Large hadrosaur,Large ,https://en.wikipedia.org/wiki/Kritosaurus,1202
Qijianglong,Qijianglong,Qijiang dragon,,,unknown,6.0,Quadrupedal,Late Jurassic,China,Long-necked mamenchisaurid sauropod,01/01/2015,"Qijiang, Chongqing, China",Extremely long neck vertebrae,Unknown,https://en.wikipedia.org/wiki/Qijianglong,232
Xuanhanosaurus,Xuanhanosaurus,Xuanhan lizard,carnivore,7.0,800.0,2.5,Bipedal,Late Jurassic,Asia,Theropod dinosaur,1986,,Large predator,Large,https://en.wikipedia.org/wiki/Xuanhanosaurus,1185
Tlatolophus,Tlatolophus,Speech crest,Herbivore,8.0,4000.0,3.0,Bipedal,Late Cretaceous,North America,Hadrosaurid dinosaur,2021,Mexico,Medium hadrosaur,Medium,https://en.wikipedia.org/wiki/Tlatolophus,1504
Blikanasaurus,Blikanasaurus,Blikana lizard,Herbivore,6.0,1200.0,2.5,Bipedal,Triassic (Norian),Africa (South Africa),Basal sauropodomorph; known from limb material,1999,"Elliot Formation, South Africa",Stocky hindlimbs; possible quadrupedal tendency,Low,https://en.wikipedia.org/wiki/Blikanasaurus,440
Daxiatitan,Daxiatitan,Daxia giant,Herbivore,30.0,,7.0,Quadrupedal,Early Cretaceous (Barremian),Asia (China),Titanosauriform sauropod,2008,"Hekou Group, Gansu Province",One of the longest sauropods from Asia,Low,en.wikipedia.org/wiki/Daxiatitan,531
Crittendenceratops,Crittendenceratops,Crittenden horned face,Herbivore,4.5,1000.0,1.5,Quadrupedal,Late Cretaceous,North America,Ceratopsian dinosaur,2019,USA,Medium ceratopsian,Medium,http//invalid-url,1271
Protoceratops,Protoceratops,First horned face,Herbivore,1.8,180.0,0.6,Quadrupedal,Late Cretaceous ,Mongolia,Small frilled ceratopsian,1922,Mongolia,Frill and beaked mouth,,https://en.wikipedia.org/wiki/Protoceratops,226
Teratophoneus,Teratophoneus,Monster murderer  ,Carnivore,7.0,1500.0,3.0,Bipedal,Late Cretaceous,North America,Tyrannosaurid theropod,2011,USA,Medium predator,Medium,https://en.wikipedia.org/wiki/Teratophoneus,1091
Patagotitan,Patagotitan,Patagonian titan,Herbivore,37.0,70000.0,10.0, Quadrupedal,Late Cretaceous,Argentina,One of the largest known dinosaurs,2014,"Patagonia, Argentina",Extremely large sauropod,Low,https://en.wikipedia.org/wiki/Patagotitan,228
Khulsanurus,Khulsanurus,Khulsan lizard,,4.0,1000.0,1.8m,Bipedal,Late? Late Cretaceous,Asia,Theropod dinosaur,2016,Mongolia,Medium theropod,Medium,https://en.wikipedia.org/wiki/Khulsanurus,1353
Llukalkan,Llukalkan,Fierce one,,n/a,2000.0,2.0,Bipedal,Late Cretaceous,South America,Theropod dinosaur,around 2019,Argentina,Medium theropod,Medium,https://en.wikipedia.org/wiki/Llukalkan,1372
Fulengia,Fulengia youngi,Fu Ling lizard,Herbivore,1.5,25.0,0.5,Bipedal?,Late Triassic?,China,Originally misidentified; may be juvenile Lufengosaurus,1977,China,Dubious genus; likely juvenile or poorly preserved sauropodomorph,Tiny,https://en.wikipedia.org/wiki/Fulengia,212
Palaeoscincus,Palaeoscincus, Ancient skink,Herbivore,5.0,2000.0,2.0, Quadrupedal,Late Cretaceous,North America,Ankylosaurid dinosaur,1902,USA,Heavily armored dinosaur,Unknown ,https://en.wikipedia.org/wiki/Palaeoscincus,885
Cryolophosaurus,Cryolophosaurus,Different lizard,Carnivore,6.5,450.0,2.4,Bipedal,Late Jurassic,North America,Pack hunter,1877,USA,Large skull,Medium,https://en.wikipedia.org/wiki/Cryolophosaurus,79
Janenschia,Janenschia,Fused lizard,Herbivore,6.0,6000.0,1.7,Quadrupedal,Late Cretaceous,North America,Armored,1908,Canada,Club tail,Medium,https://en.wikipedia.org/wiki/Janenschia,148
Mochlodon,Mochlodon,Barrel tooth,,3.0,200.0,1.2,Bi-pedal,Late Cretaceous,Europe,Hadrosaurid dinosaur,1859,Austria,Medium-sized duck-billed dinosaur,Unknown,https://en.wikipedia.org/wiki/Mochlodon,814
Siats,Siats,Siats (Native American myth),Carnivore,9.0,4000.0,3.5,Bipedal,Late Cretaceous,North America,Theropod dinosaur,2013,USA,Large predator,Medium,https://en.wikipedia.org/wiki/Siats,1022
Similicaudipteryx,Similicaudipteryx,Similar tail feather,Carnivore,1.5,,0.5,Bipedal,Late Cretaceous,Asia,Oviraptorosaur theropod,2008,China,Small predator,Medium,https://en.wikipedia.org/wiki/Similicaudipteryx,1027
Hypselosaurus,Hypselosaurus,high ridge lizard,Herbivore,12.0,,3.8,QUADRUPEDAL,Late Cretaceous,Europe (France),Late-surviving sauropod,1870,France,Long neck and tail,Low,https://en.wikipedia.org/wiki/Hypselosaurus,671
Anhuilong,Anhuilong,Anhui dragon,,8.0,4000.0,3.0,Quadrupedal,Late Jurassic,Asia,Sauropod dinosaur,2013,China,Large sauropod,Large,https://en.wikipedia.org/wiki/Anhuilong,1221
Duriatitan,Duriatitan,Dorset titan,Herbivore,25.0,18000.0,5.0,Quadrupedal,Late Jurassic (Tithonian),Europe (England),Titanosauriform known from partial forelimb,2010,"Kimmeridge Clay, Dorset, England",Possibly related to Europasaurus or Brachiosauridae,,https://en.wikipedia.org/wiki/Duriatitan,555
Caudipteryx,Caudipteryx,Near lizard,Herbivore,2.0,50.0,1.0,Bipedal,Early Jurassic,USA,Small herbivore,1818,USA,Small body,Medium,https://en.wikipedia.org/wiki/Caudipteryx,57
Haplocanthosaurus,Haplocanthosaurus,Vineyard lizard,Herbivore,15.0,5000.0,4.2,Quadrupedal,Late Cretaceous,France,Armored,1989,France,Bony armor,Low,https://en.wikipedia.org/wiki/Haplocanthosaurus,133
Koleken,Koleken,Koleken,Herbivore,about 5.0m,2000.0,2.0,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2021,Argentina,Small theropod,Small,https://en.wikipedia.org/wiki/Koleken,1356
Priodontognathus,Priodontognathus,Saw tooth jaw,Carnivore,3.0,approx 150,1.0,Bipedal,Late Jurassic,Europe,Theropod dinosaur,1932,England,Small predator,Medium,https://en.wikipedia.org/wiki/Priodontognathus,933
Jinyunpelta,Jinyunpelta,Jinyun shield,Herbivore,5.0,2500.0,2.0,Quadrupedal,Late Cretaceous,Asia,Ankylosaur dinosaur,2018,China,Medium ankylosaur,Medium,not available,1346
Morrosaurus,Morrosaurus,Hill lizard,Herbivore,,200.0,1.0,,Late Cretaceous,Antarctica,Ornithopod dinosaur,2016,Antarctica,Small herbivorous dinosaur,Unknown,https://en.wikipedia.org/wiki/Morrosaurus,823
Aurornis,Aurornis,dawn bird,Carnivore,0.5,1.5,0.3,Bipedal,Jurassic (Oxfordian),Asia (China),Early avialan; close to the origin of birds,2013,"Tiaojishan Formation, Liaoning, China",Feathered; possibly older than Archaeopteryx,High,https://en.wikipedia.org/wiki/Aurornis,10408
Anatotitan,Anatotitan,giant duck,Herbivore,12.0,5000.0,4.0,Quadrupedal,Late Cretaceous (Maastrichtian),North America (USA),Large hadrosaurid; may be synonym of Edmontosaurus,1990 (reclassified from Trachodon),"Hell Creek Formation, USA",Long broad beak; advanced chewing system,Medium ,https://en.wikipedia.org/wiki/Anatotitan,368
Comahuesaurus,Comahuesaurus,Comahue lizard,Herbivore,17.0,15000.0,4.5,Quadrupedal,Early Cretaceous (Aptian–Albian),South America (Argentina),Rebbachisaurid sauropod with distinctive vertebrae,2012,"Lohan Cura Formation, Neuquén",Transitional between basal and derived rebbachisaurids,Low,https://en.wikipedia.org/wiki/Comahuesaurus,507
Brighstoneus,Brighstoneus,Brighstone lizard,Herbivore,,4000.0,3.0,Bi-pedal,Early Cretaceous,Europe,Theropod dinosaur,2021,UK,Medium theropod,Medium,https://en.wikipedia.org/wiki/Brighstoneus,1249
Coelosaurus,Coelosaurus,hollow lizard,Carnivore,2.5,70.0,1.2,Bipedal,Late Cretaceous (Maastrichtian),"North America (New Jersey, USA)",Poorly known theropod; possibly ornithomimid,1865,"Hornerstown Formation, New Jersey",Dubious classification; based on leg bones,Unknown,https://en.wikipedia.org/wiki/Coelosaurus,504
Nevadadromeus,Nevadadromeus,Nevada runner,Carnivore,3.5,1200.0,1.8,Bipedal,Late Cretaceous,North America,,2020,USA,Small theropod,Small,https://en.wikipedia.org/wiki/Nevadadromeus,1409
Albertadromeus,Albertadromeus,runner from Alberta,,2.0,40.0,0.5,Bipedal ,LATE CRETACEOUS (CAMPANIAN),North America (Alberta),Cursorial herbivore; likely traveled in herds,2013,"Oldman Formation, Alberta",Elongated tibia and fused fibula for speed,Low,https://en.wikipedia.org/wiki/Albertadromeus,347
Musankwa,Musankwa,Musankwa lizard,Herbivore,4.0,2000.0,1.7,Bipedal,Early Cretaceous,Africa,Theropod dinosaur,2019,Zambia,Small theropod,Small,https://en.wikipedia.org/wiki/Musankwa,1403
Archaeodontosaurus,Archaeodontosaurus,ancient toothed lizard,HERBIVORE,8.0,2000.0,3.0,Quadrupedal,Middle Jurassic (Bathonian),Africa (Madagascar),Basal sauropod with primitive teeth,2005,"Isalo III Formation, Madagascar",Teeth resemble prosauropods; transitional traits,Low,https://en.wikipedia.org/wiki/Archaeodontosaurus,386
Abelisaurus,Abelisaurus,Abel's lizard,carnivore,7.0,1500.0,2.4,Bipedal,Late Cretaceous,Argentina,Large theropod,1985,Argentina,Short arms,Medium,https://en.wikipedia.org/wiki/Abelisaurus,0
Stormbergia,Stormbergia,Stormberg (place)  ,Herbivore,2.0,50.0,1.0,Bipedal,Late Triassic,Africa,Prosauropod dinosaur,1994,South Africa,Small early herbivore,Medium,https://en.wikipedia.org/wiki/Stormbergia,1054
Amazonsaurus,Amazonsaurus,Amazon lizard,,12.0,5000.0,4.0 meters,Quadrupedal,Early Cretaceous (Aptian),South America (Brazil),Basal rebbachisaurid sauropod from Amazon Basin,c. 2003,"Itapecuru Formation, Brazil",Lightweight build; early diplodocoid features,Low,https://en.wikipedia.org/wiki/Amazonsaurus,360
Pararhabdodon,Pararhabdodon,Near spike tooth,Herbivore,6.0,2000.0,~2.0,Bipedal,Late Cretaceous,Europe (Spain),Hadrosaurid dinosaur,1993,Spain,Medium-sized hadrosaur,Unknown,https://en.wikipedia.org/wiki/Pararhabdodon,894
Nambalia,Nambalia,Nambal lizard,Herbivore,4.0,200.0,1.0,Bipedal,Early Jurassic,Asia (India),Basal sauropodomorph,2007,India,Early relative of sauropods,Unknown,https://en.wikipedia.org/wiki/Nambalia,-828
Teyuwasu,Teyuwasu,Teyu warrior,Omnivore,6.5,4000.0,3.5,Quadrupedal,Late Triassic,South America,Sauropodomorph dinosaur,2018,Brazil,Late Triassic herbivore,Large,https://en.wikipedia.org/wiki/Teyuwasu,1496
Centrosaurinae,Centrosaurinae,short-frilled ceratopsids,HERBIVORE,,approx.,,Quadrupedal,Late Cretaceous (Campanian–Maastrichtian),"North America (Canada, USA)",Subfamily of ceratopsids with short frills and large nasal horns,c. 1915,"Various (e.g., Dinosaur Park Formation)","Includes Centrosaurus, Styracosaurus, etc.",Medium,https://en.wikipedia.org/wiki/Centrosaurinae,475
Tianzhenosaurus,Tianzhenosaurus,Tianzhen lizard  ,Herbivore,6.0,1500.0,~2.5,Quadrupedal,Late Cretaceous,Asia,Ankylosaurid dinosaur,1983,China,Medium armored dinosaur,Medium,https://en.wikipedia.org/wiki/Tianzhenosaurus,1108
Heishansaurus,Heishansaurus,Heishan lizard,Herbivore,4.0 meters,1000.0,1.8,Quadrupedal ,Late Cretaceous,Asia (China),"Thyreophoran dinosaur, possibly ankylosaurid",1976,"Heishan County, China",Body covered with armored plates,low,http//invalid-url,652
Magyarosaurus,Magyarosaurus,Sand lizard,,4.0,unknown,1.2,Bipedal,Early Jurassic,USA,Early sauropodomorph,1889?,USA,Slender build,Medium,https://en.wikipedia.org/wiki/Magyarosaurus,172
Avimimus,Avimimus,Fused lizard,Herbivore,6.0,6000.0,,Quadrupedal,Late Cretaceous,North America,Armored,1908,Canada,Club tail,Medium,https://en.wikipedia.org/wiki/Avimimus,38
Kelmayisaurus,Kelmayisaurus,Kelmay lizard,Carnivore,,1000.0,3.0,Bipedal,Early Cretaceous,Asia (China),Tyrannosauroid theropod,around 2006,China,Long snout and slender build,Medium,https://en.wikipedia.org/wiki/Kelmayisaurus,713
Dreadnoughtus,Dreadnoughtus,Alvarez's lizard,carnivore,2.0,20.0,0.8,Bipedal,Late Cretaceous,Argentina,Small predator,01/01/1991,Argentina,Tiny arms,Medium,https://en.wikipedia.org/wiki/Dreadnoughtus,90
Ypupiara,Ypupiara,Ypupiara (local myth),carnivore,5.5,600.0,2.0,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2021,Brazil,Medium predator,Medium,https://en.wikipedia.org/wiki/Ypupiara,1534
Ostafrikasaurus,Ostafrikasaurus,East African lizard,carnivore,11.0,3000.0,3.5,Bipedal,Middle Jurassic,Africa,Theropod dinosaur,2010,Tanzania,Large spinosaurid,Unknown,https://en.wikipedia.org/wiki/Ostafrikasaurus,875
Chassternbergia,Chassternbergia,Named after Sternberg,HERBIVORE,7.0,3500.0,,Quadrupedal,Late Cretaceous,North America,Sauropod dinosaur,2019,Canada,Medium sauropod,Medium,https://en.wikipedia.org/wiki/Chassternbergia,1262
Tatisaurus,Tatisaurus,Tati lizard  ,Herbivore,about 2.0m,50.0,1.0,Bipedal,Early Jurassic,Asia,Ornithischian dinosaur,1985,China,Small herbivore,Medium,https://en.wikipedia.org/wiki/Tatisaurus,1080
VELAFRONS ,Velafrons,Velum forehead,Herbivore,6.0,2500.0,1.5,Bipedal,Late Cretaceous,North America,Hadrosaurid dinosaur,2012,USA,Large hadrosaur,,https://en.wikipedia.org/wiki/Velafrons,1154
Cionodon,Cionodon,pillar tooth,Herbivore,,,,Quadrupedal,Late Cretaceous (Campanian),"North America (Colorado, USA)",Poorly known hadrosaurid from dental remains,1874,"Fossil Ridge, Colorado",Possibly a nomen dubium,Unknown,https://en.wikipedia.org/wiki/Cionodon,499
Agustinia,Agustinia,Agustin’s lizard,Herbivore,15.0,10000.0,6.0,Quadrupedal ,Late Cretaceous,Argentina,Titanosaur with osteoderms; odd armor,1995,"Paleocene (likely Cretaceous) Mendoza Province, Argentina",Bony armor plates; weird armored titanosaur,Low,https://en.wikipedia.org/wiki/Agustinia,338
Archaeoceratops,Archaeoceratops,Fused lizard,Herbivore,6.0,6000.0,N/A,Quadrupedal,Late Cretaceous,North America,ARMORED,1908,Canada,Club tail,Medium,https://en.wikipedia.org/wiki/Archaeoceratops,28
Stephanosaurus,Stephanosaurus,Crown lizard  ,Herbivore,5.0,1500.0,2.0,Quadrupedal,Late Cretaceous,North America,,1902?,USA,Medium ceratopsian,Medium,https://en.wikipedia.org/wiki/Stephanosaurus,1052
Protathlitis,Protathlitis,First hunter,Carnivore,6.0,3500.0,3.0,Bipedal,Late Cretaceous,Europe,,2021,Spain,Medium theropod,Medium,https://en.wikipedia.org/wiki/Protathlitis,1441
